Style No,Style Long Description,Back,Back,Back 2,Back 2,Back 2,Back 2,Edge,Edge,Edge,Edge,Edge 2,Edge 2,Edge 2,Edge 2,Front,Main,Main,Main,Main 2,Main 2,Main 2,Main 2,Model,Model,Model,Model,Model,Model,Model,Model 2,Profile,Profile,Top,Top,Assortment_Type,caratage_of_predom_mat_1,caratage_of_predom_mat_2,caratage_of_predom_mat_3,Closure Type,Commercial Reference,Country of Origin,Diamond Carat Weight,Fish_&_Wild,funct_hier_lvl4_item_shape,Gender,item_note,Launch Date - Wholesales (US),man_made_stones,measure_1,measure_3,measure_4,measure_5,merch_hier_lv2_sub_collection,merch_hier_lvl_collection,NFR Size Code,NRF_color_code,Predominant_Color_Descr,Primary Material,Product Description,Product Type,Retail Price,Retail Price - Dollar Sign,sales_life_cycle,season,Season Code,season_year,Size,stone_id_1,stone_id_2,stone_id_3,stone_id_4,supply_life_cycle,UPC Code,Variant No,Vendor Name,salsify:profile_asset_id
BB96185XM,"WOMEN's Classic Chain Hammered Silver Small Chain Bracelet with Pusher Clasp, Size M",,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--5TFCj808--/fz0dmxstkmn3ndfomliw.jpg,http://images.salsify.com/image/upload/s--94w_B1hO--/zpsvmivrz05sb5dijid2.jpg,,,,,,,,,,,,,,,,,,NON CORE,,,,Pusher Clasp,BB96185XM,ID,0,No,Woven,WOMEN,,10/1/2016,No,0,6.5,0,0,Classic,Chain,78014,,,Silver,Classic Chain 6.5MM Hammered Clasp Bracelet in Silver,Bracelet,550,$,Active,FALL,F16-CO,2016,M,,,,,Star,8.25429E+12,BB96185,John Hardy,
BB96CXM,"WOMEN's Classic Chain Silver Extra-Small Bracelet, Size M",,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--tQZ7_4vJ--/rzfhf5kajqhatp0gf72d.jpg,http://images.salsify.com/image/upload/s--dUTrBiQf--/fi6seiklfenygm5cnrg1.jpg,,,,,,http://images.salsify.com/image/upload/s--ile5qvqs--/hzmmtr1vk3g2gmvvwaqv.jpg,http://images.salsify.com/image/upload/s--BRZ7fMqx--/urwvmz7ay7a6xcmamh5a.jpg,,,,,,,,,,,CORE,,,,Pusher Clasp,BB96CXM,ID,0,No,Woven,WOMEN,,8/1/1997,No,0,5,0,0,Classic,Chain,78014,,,Silver,Classic Chain 5MM Bracelet in Silver,Bracelet,450,$,Active,SPRING,S97,1997,M,,,,,Star,8.25429E+12,1_407_11896,John Hardy,
BB96CXS,"WOMEN's Classic Chain Silver Extra-Small Bracelet, Size S",,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--tQZ7_4vJ--/rzfhf5kajqhatp0gf72d.jpg,http://images.salsify.com/image/upload/s--dUTrBiQf--/fi6seiklfenygm5cnrg1.jpg,,,,,,http://images.salsify.com/image/upload/s--ile5qvqs--/hzmmtr1vk3g2gmvvwaqv.jpg,http://images.salsify.com/image/upload/s--BRZ7fMqx--/urwvmz7ay7a6xcmamh5a.jpg,,,,,,,,,,,CORE,,,,Pusher Clasp,BB96CXS,ID,0,No,Woven,WOMEN,,8/1/1997,No,0,5,0,0,Classic,Chain,78013,,,Silver,Classic Chain 5MM Bracelet in Silver,Bracelet,450,$,Active,SPRING,S97,1997,S,,,,,Star,8.25429E+12,1_407_11896,John Hardy,
BB99911XM,"WOMEN's Twist Chain Silver Slim Flat Bracelet with Pusher Clasp, Size M",,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--b19dZvq0--/jmuonukf7gyibbpibqbn.jpg,http://images.salsify.com/image/upload/s--f3n7OdkK--/dsrc7ffh8xviqsuwug9a.jpg,,,,,,http://images.salsify.com/image/upload/s--nBv1370f--/bcnxl5huup7i0oy1dot9.jpg,http://images.salsify.com/image/upload/s--4LYLwdVf--/sbyo7i3gih6fyc6pm5gb.jpg,,,,,,,,,,,NON CORE,,,,Pusher Clasp,BB99911XM,ID,0,No,Woven,WOMEN,,8/3/2015,No,0,4,0,0,Twist,Chain,78014,,,Silver,Twisted Chain 4MM Bracelet in Silver,Bracelet,350,$,Active,FALL,F15,2015,M,,,,,Star,8.25429E+12,1_407_11899911,John Hardy,
BB99911XS,"WOMEN's Twist Chain Silver Slim Flat Bracelet with Pusher Clasp, Size S",,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--b19dZvq0--/jmuonukf7gyibbpibqbn.jpg,http://images.salsify.com/image/upload/s--f3n7OdkK--/dsrc7ffh8xviqsuwug9a.jpg,,,,,,http://images.salsify.com/image/upload/s--nBv1370f--/bcnxl5huup7i0oy1dot9.jpg,http://images.salsify.com/image/upload/s--4LYLwdVf--/sbyo7i3gih6fyc6pm5gb.jpg,,,,,,,,,,,NON CORE,,,,Pusher Clasp,BB99911XS,ID,0,No,Woven,WOMEN,,8/3/2015,No,0,4,0,0,Twist,Chain,78013,,,Silver,Twisted Chain 4MM Bracelet in Silver,Bracelet,350,$,Active,FALL,F15,2015,S,,,,,Star,8.25429E+12,1_407_11899911,John Hardy,
BB999572XM,"WOMEN's Classic Chain Silver Graduated Bracelet with Pusher Clasp, Size M",,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--4KES-qkF--/jmxv55b1p9vjk9bxtfrv.jpg,http://images.salsify.com/image/upload/s--2aZL-w1g--/lc7g7ftucr8voznanc5n.jpg,,,,,,,,,,,,,,,,,,CORE,,,,Pusher Clasp,BB999572XM,ID,0,No,Woven,WOMEN,,10/1/2016,No,0,11,0,0,Classic,Chain,78014,,,Silver,Classic Chain 11MM Graduated Bracelet in Silver,Bracelet,895,$,Active,FALL,F16-CO,2016,M,,,,,Star,8.25429E+12,BB999572,John Hardy,
BB999576XM,"WOMEN's Classic Chain Hammered Silver Large Oval Hinged Bangle, Size M",,,,,,,http://images.salsify.com/image/upload/s--HtiKr2E5--/x0ryb8ojo5iuw50xmjpj.jpg,,,,,,,,,http://images.salsify.com/image/upload/s--E8pHE44d--/f6tqt5z5pie8u4iiw8nt.jpg,,,,,,,http://images.salsify.com/image/upload/s--0sBmdHYb--/efirqrknggjilcfvasdb.jpg,,,,,,,,http://images.salsify.com/image/upload/s--Zwmeidw8--/rfye0yehh2uoizx7yg7a.jpg,,,,NON CORE,,,,,BB999576XM,ID,0,No,Bangle,WOMEN,,1/25/2017,No,0,16,0,0,Classic,Chain,78014,,,Silver,Classic Chain 16MM Hinged Bangle in Hammered Silver,Bracelet,1195,$,Active,SPRING,S17,2017,M,,,,,Contributor,8.25429E+12,BB999576,John Hardy,
BBP901192DIXM-L,"WOMEN's Classic Chain Silver Diamond Pave(0.54ct) Mini Chain Pull Through Bracelet 2.5mm, Size M Adjustable to L",,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--CHEIifCP--/cyyo2sl4t7l0thb3oogk.jpg,,,,,,,,,,,,,,,,,,,NON CORE,,,,,BBP901192DIXM-L,TH,0.54,No,Station,WOMEN,,9/28/2018,No,0,2.5,43,4,Classic,Chain,,,,Silver,"Classic Chain Station Pull Through Bracelet, Silver, Diamond",Bracelet,1995,$,Active,FALL,F18-CO,2018,M-L,White Diamond,,,,Contributor,8.25429E+12,BBP901192,John Hardy,
BBP90402DICHXM,"WOMEN's Classic Chain Silver Champagne Diamond Pave (0.28ct) Medium Bracelet with Pusher Clasp, Size M",,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--Ose4qRxO--/asprkd1z06ejud9wgxrk.jpg,,,,,,,http://images.salsify.com/image/upload/s--Z-jQC_5h--/mfrpripybwggoumk9vuy.jpg,,,,,,,,,,,,NON CORE,,,,Pusher Clasp,BBP90402DICHXM,TH,0.28,No,Woven,WOMEN,,8/15/2017,No,0,7.5,0,0,Classic,Chain,78014,,,Silver,Classic Chain 7.5MM Bracelet in Silver with Diamonds,Bracelet,1350,$,Active,FALL,F17,2017,M,Champagne Diamond,,,,Events,8.25429E+12,1_409_11890402,John Hardy,
BBP90402DIXM,"WOMEN's Classic Chain Silver Diamond Pave Medium Bracelet (0.24ct), Size M",,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--8MEuBfYx--/gqa6ombj0mf56wny9x4s.jpg,http://images.salsify.com/image/upload/s--W4j05Xa0--/nf8zjfjcjwg6rjjppgoe.jpg,,,,,,http://images.salsify.com/image/upload/s--Z7cayIPt--/wivozdzjyzm9wnrzs5fo.jpg,http://images.salsify.com/image/upload/s--8yKZ_UYF--/cp1s2ec84j4ddas8z4yz.jpg,,,,,,,,,,,CORE,,,,Pusher Clasp,BBP90402DIXM,TH,0.24,No,Woven,WOMEN,,8/1/2002,No,0,7.5,0,0,Classic,Chain,78014,,,Silver,Classic Chain 7.5MM Bracelet in Silver with Diamonds,Bracelet,1450,$,Active,SPRING,S02,2002,M,White Diamond,,,,Star,8.25429E+12,1_409_11890402,John Hardy,
BBP9042BRDDIXM,"WOMEN's Classic Chain Silver Diamond Pave (0.16ct) Small Bracelet with Pusher Clasp with Black Rhodium, Size M",,,,,,,,,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--CTGuaM4e--/wnebycq312fy41vsyxdw.jpg,,,,,,,,,,,,NON CORE,,,,Pusher Clasp,BBP9042BRDDIXM,TH,0.16,No,Woven,WOMEN,,10/1/2017,No,0,6.5,0,0,Classic,Chain,78014,,,Silver,"Classic Chain 6.5MM Bracelet, Blackened Silver with Diamonds",Bracelet,1150,$,Active,FALL,F17-CO,2017,M,White Diamond,,,,Star,8.25429E+12,BBP9042B,John Hardy,
BBP932692BHBRDDIXM,"WOMEN's Modern Chain Silver Diamond (0.09ct) Small Bracelet 8mm in Brushed Finish with Pusher Clasp with Black Rhodium, Size M",,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--q9Bp7lOM--/cmml6npljoetqw5zmmfh.jpg,,,,,,,http://images.salsify.com/image/upload/s--QwfwJuoP--/dkoupcdgnaudmdsasbck.jpg,,,,,,,,,,,,NON CORE,,,,Pusher Clasp,BBP932692BHBRDDIXM,TH,0.09,No,Link,WOMEN,,9/25/2018,No,0,8,0,0,Modern,Chain,78014,,,Silver,Modern Chain 8MM Bracelet in Blackened Silver with Diamonds,Bracelet,1095,$,Active,FALL,F18,2018,M,White Diamond,,,,Events,8.25429E+12,BBP932692BL,John Hardy,
BBP932692DIXM,"WOMEN's Modern Chain Silver Diamond (0.09ct) Small Bracelet 8mm with Pusher Clasp, Size M",,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--ZcUOLE9s--/z9ta8v9hes8l5ct9qbyv.jpg,http://images.salsify.com/image/upload/s--WSYa2I8T--/ux0bhscvapku0wt6xlpc.jpg,,,,,,http://images.salsify.com/image/upload/s--E9sFctzT--/kjgyxqbgcr5ug0mb7ubk.jpg,http://images.salsify.com/image/upload/s--8FHNzyH3--/eekzgh4iuy0sfbawqepj.jpg,,,,,,,,,,,CORE,,,,Pusher Clasp,BBP932692DIXM,TH,0.09,,Link,WOMEN,,7/20/2016,No,0,8,0,0,Modern,Chain,78014,,,Silver,Modern Chain 8MM Bracelet in Silver with Diamonds,Bracelet,995,$,Active,FALL,F16,2016,M,White Diamond,,,,Star,8.25429E+12,BBP932692,John Hardy,
BBP932702DIXM,"WOMEN's Modern Chain Silver Diamond (0.19ct) Medium Bracelet 11mm with Pusher Clasp, Size M",,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--BeTUidB1--/yzykmdfdpkfkgzpfz0xu.jpg,http://images.salsify.com/image/upload/s--38ZFyV8Q--/ueicsdv2gmddezu9psbw.jpg,,,,,,http://images.salsify.com/image/upload/s--Sx--6Q0e--/uozbfqwn9bpdiku8eg5i.jpg,http://images.salsify.com/image/upload/s--T9i4ncqR--/nxrizhimm7vjjvrhbazb.jpg,,,,,,,,,,,CORE,,,,Pusher Clasp,BBP932702DIXM,TH,0.19,,Link,WOMEN,,7/20/2016,No,0,11,0,0,Modern,Chain,78014,,,Silver,Modern Chain 11MM Bracelet in Silver with Diamonds,Bracelet,1495,$,Active,FALL,F16,2016,M,White Diamond,,,,Star,8.25429E+12,BBP932702,John Hardy,
BBP94052DIAXM,"WOMEN's Classic Chain Silver Diamond Pave Large Bracelet (0.61ct), Size M",,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--xofqqcIM--/qf0xbbf43hilfvkhvseq.jpg,http://images.salsify.com/image/upload/s--HmydX7D6--/leqs8h835qxbfwvryvnx.jpg,,,,,,http://images.salsify.com/image/upload/s--iG_dfJS2--/biuuzm9chh7tfkxg9dma.jpg,http://images.salsify.com/image/upload/s--Si8ZGm8p--/qzivrasblrcgabpmwq86.jpg,,,,,,,,,,,CORE,,,,Pusher Clasp,BBP94052DIAXM,TH,0.61,No,Woven,WOMEN,,8/1/2001,No,0,10.5,0,0,Classic,Chain,78014,,,Silver,Classic Chain 10.5MM Bracelet in Silver with Diamonds,Bracelet,2795,$,Active,SPRING,S01,2001,M,White Diamond,,,,Star,8.25429E+12,1_409_11894052,John Hardy,
BBP96002DIXM,"WOMEN's Classic Chain Silver Diamond Pave Extra-Small Bracelet (0.18ct), Size M",,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--kaeQwE-l--/fxsgypcon02d6kuts14t.jpg,http://images.salsify.com/image/upload/s--xgJLCXeE--/cxbkooifanpbtk8zsqfj.jpg,,,,,,http://images.salsify.com/image/upload/s--Z_GL_bcM--/hfvjswpnd8ggflbdk2eu.jpg,http://images.salsify.com/image/upload/s--q86lbT8---/d6hrx5uo7x7dwl8lgzs7.jpg,,,,,,,,,,,CORE,,,,Pusher Clasp,BBP96002DIXM,TH,0.18,No,Woven,WOMEN,,8/1/2002,No,0,5,0,0,Classic,Chain,78014,,,Silver,Classic Chain 5MM Bracelet in Silver with Diamonds,Bracelet,995,$,Active,SPRING,S02,2002,M,White Diamond,,,,Star,8.25429E+12,1_409_11896002,John Hardy,
BBP96002DIXS,"WOMEN's Classic Chain Silver Diamond Pave Extra-Small Bracelet (0.18ct), Size S",,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--kaeQwE-l--/fxsgypcon02d6kuts14t.jpg,http://images.salsify.com/image/upload/s--xgJLCXeE--/cxbkooifanpbtk8zsqfj.jpg,,,,,,http://images.salsify.com/image/upload/s--Z_GL_bcM--/hfvjswpnd8ggflbdk2eu.jpg,http://images.salsify.com/image/upload/s--q86lbT8---/d6hrx5uo7x7dwl8lgzs7.jpg,,,,,,,,,,,CORE,,,,Pusher Clasp,BBP96002DIXS,TH,0.18,No,Woven,WOMEN,,8/1/2002,No,0,5,0,0,Classic,Chain,78013,,,Silver,Classic Chain 5MM Bracelet in Silver with Diamonds,Bracelet,995,$,Active,SPRING,S02,2002,S,White Diamond,,,,Star,8.25429E+12,1_409_11896002,John Hardy,
BBP9694DIXM,"WOMEN's Classic Chain Silver Diamond Pave (0.73ct) Four-Station Bracelet, Size M",,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--Ql9w6Mid--/bamprlb6k3wdnfn83dp3.jpg,http://images.salsify.com/image/upload/s--8eWKEC_x--/zkhsdrt6lzx5soomhe7z.jpg,,,,,,http://images.salsify.com/image/upload/s--o8S3Q6sF--/woumfqj6eiwjxgwcvwcd.jpg,http://images.salsify.com/image/upload/s--xsxBfhD2--/aelhjpqwecs9mcypfhtw.jpg,,,,,,,,,,,CORE,,,,Pusher Clasp,BBP9694DIXM,TH,0.73,No,Woven,WOMEN,,8/1/2002,No,0,5,0,0,Classic,Chain,78014,,,Silver,Classic Chain 5MM Bracelet in Silver with Diamonds,Bracelet,2795,$,Active,FALL,F02,2002,M,White Diamond,,,,Contributor,8.25429E+12,1_409_1189694,John Hardy,
BBP9694DIXS,"WOMEN's Classic Chain Silver Diamond Pave Four-Station Bracelet (0.73ct), Size S",,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--Ql9w6Mid--/bamprlb6k3wdnfn83dp3.jpg,http://images.salsify.com/image/upload/s--8eWKEC_x--/zkhsdrt6lzx5soomhe7z.jpg,,,,,,http://images.salsify.com/image/upload/s--o8S3Q6sF--/woumfqj6eiwjxgwcvwcd.jpg,http://images.salsify.com/image/upload/s--xsxBfhD2--/aelhjpqwecs9mcypfhtw.jpg,,,,,,,,,,,CORE,,,,Pusher Clasp,BBP9694DIXS,TH,0.73,No,Woven,WOMEN,,8/1/2002,No,0,5,0,0,Classic,Chain,78013,,,Silver,Classic Chain 5MM Bracelet in Silver with Diamonds,Bracelet,2795,$,Active,FALL,F02,2002,S,White Diamond,,,,Contributor,8.25429E+12,1_409_1189694,John Hardy,
BBP996972DIXM,"WOMEN's Twist Chain Silver Diamond Pave (0.16ct) Small Flat Bracelet with Pusher Clasp, Size M",,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--lrsrsRe_--/j182nu1gcgve7i1hu9da.jpg,http://images.salsify.com/image/upload/s--bxg11iyl--/epmhggkwdcwc63zilvt1.jpg,,,,,,,,,,,,,,,,,,CORE,,,,Pusher Clasp,BBP996972DIXM,TH,0.16,No,Woven,WOMEN,,8/3/2015,No,0,5.5,0,0,Twist,Chain,78014,,,Silver,Twisted Chain 5.5MM Bracelet in Silver with Diamonds,Bracelet,995,$,Active,FALL,F15,2015,M,White Diamond,,,,Star,8.25429E+12,1_409_118996972,John Hardy,
BBP9995902DIXM-L,"WOMEN's Classic Chain Silver Diamond Pave (0.22ct) Pull Through Bracelet, Size M Adjustable to L",,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--o0S9EJmS--/p7of2qzgl8kriqadfi0e.jpg,,,,,,,http://images.salsify.com/image/upload/s--VEvX5GDo--/nhiimaf0pabb9nrycyxm.jpg,http://images.salsify.com/image/upload/s--yQF2UZa8--/pzui0qcygefq0f805rcw.jpg,,,,,,,,,,,CORE,,,,,BBP9995902DIXM-L,TH,0.22,No,Station,WOMEN,USED TO BE OMNI,3/25/2018,No,0,2.5,11,11,Classic,Chain,,,,Silver,Classic Chain Pull Through Bracelet in Silver with Diamonds,Bracelet,1195,$,Active,SPRING,S17,2017,M-L,White Diamond,,,,Decline,8.25429E+12,BBP9995902,John Hardy,
BBS20255BLSXS,"WOMEN's Kali Silver Purelavafire Four-Station Bracelet with Black Sapphire, Size S",,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--lOmpPccH--/pwemoijsimwnx9bafd0f.jpg,http://images.salsify.com/image/upload/s--v3UpDrKy--/qqdpkjuvh2agyztohcta.jpg,,,,,,http://images.salsify.com/image/upload/s--XH4XKrJb--/fpbrugv9kiheepsj2kuy.jpg,http://images.salsify.com/image/upload/s--Cy8OJWaY--/t7es6ef6b9263n0to44y.jpg,,,,,,,,,,,CORE,,,,Pusher Clasp,BBS20255BLSXS,TH,0,No,Station,WOMEN,,8/1/2007,No,0,3.5,15,15,Kali,Kali,78013,1,Black,Silver,Kali 15MM Station  Bracelet in Silver with Gemstone,Bracelet,1100,$,Active,SPRING,S07,2007,S,Black Sapphire,,,,Star,8.25429E+12,1_497_11820255,John Hardy,
BBS601334BLSBNXM,"WOMEN's Legends Naga Silver Extra-Small Bracelet 5mm with Black Sapphire, Black Spinel and Blue Sapphire Eyes, Size M",,,,,,,http://images.salsify.com/image/upload/s--COcIwmpW--/uaetswduso8jz2djfrhp.jpg,,,,,,,,,http://images.salsify.com/image/upload/s--6t82_WBZ--/kl3mg2hglm24w1okaex0.jpg,,,,,,,http://images.salsify.com/image/upload/s--KESfs5eS--/smdzimucpz7zo1tbcfq5.jpg,,,,,,,,http://images.salsify.com/image/upload/s--XwqiQzvj--/py3rcbuvxtady77yvhiw.jpg,,,,NON CORE,,,,Puller Clasp,BBS601334BLSBNXM,TH,0,No,Station,WOMEN,,8/20/2018,No,0,5,42,8.5,Naga,Legends,78014,1,Black,Silver,Legends Naga 5MM Station Bracelet in Silver with Gemstone,Bracelet,795,$,Active,FALL,F18,2018,M,Black Spinel,Black Sapphire,Blue Sapphire,,Star,8.25429E+12,BBS601334,John Hardy,
BBS6510411AFRBXM,"WOMEN's Legends Naga Silver Double Dragon Head Bracelet on Slim Chain with African Ruby Eyes, Size M",,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--uBSXfGMh--/piz9tbtglgmxd78gna6m.jpg,http://images.salsify.com/image/upload/s--TFilKOvv--/e53lusfxop5jqufqjyxg.jpg,,,,,,,,,,,,,,,,,,NON CORE,,,,Lobster Clasp,BBS6510411AFRBXM,ID,0,No,Station,WOMEN,,10/25/2014,No,0,3.5,27.5,5.5,Naga,Legends,78014,,,Silver,Legends Naga 3.5MM Station Bracelet in Silver,Bracelet,258.5,$,Active,FALL,F14,2014,M,Ruby,,,,Phase-Out,8.25429E+12,1_832_1186510411,John Hardy,
BBS901194BLSBNXM-L,"WOMEN's Classic Chain Silver Mini Chain Pull Through Bracelet 2.5mm with Black Sapphire and Black Spinel, Size M Adjustable to L",,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--jGUOMuUi--/d7pirscyumkwjdkhedyx.jpg,,,,,,,,,,,,,,,,,,,NON CORE,,,,,BBS901194BLSBNXM-L,TH,0,No,Station,WOMEN,,9/28/2018,No,0,2.5,43,4,Classic,Chain,,1,Black,Silver,"Classic Chain Station Pull Through Bracelet , Silver, Gemstone",Bracelet,795,$,Active,FALL,F18-CO,2018,M-L,Black Spinel,Black Sapphire,,,Contributor,8.25429E+12,BBS901194,John Hardy,
BBS901194BSPXM-L,"WOMEN's Classic Chain Silver Mini Chain Pull Through Bracelet 2.5mm with Blue Sapphire, Size M Adjustable to L",,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--jpPjbCSg--/llfqffv9quysp8o3cvto.jpg,,,,,,,http://images.salsify.com/image/upload/s--CR6bSE-X--/gkw7nmph6jwk3nqkapts.jpg,,,,,,,,,,,,NON CORE,,,,,BBS901194BSPXM-L,TH,0,No,Station,WOMEN,,9/28/2018,No,0,2.5,43,4,Classic,Chain,,400,Blue,Silver,"Classic Chain Station Pull Through Bracelet , Silver, Gemstone",Bracelet,895,$,Active,FALL,F18-CO,2018,M-L,Blue Sapphire,,,,Contributor,8.25429E+12,BBS901194,John Hardy,
BBS902281AQKNXM,"WOMEN's Classic Chain Silver Multi-Row Bracelet with Pusher Clasp with Aquamarine and Kyanite, Size M",,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--928_eK2l--/zfi2d8yigrlyigiauqdn.jpg,,,,,,,http://images.salsify.com/image/upload/s--FVojn0RT--/texhkeyadggssf3rimht.jpg,,,,,,,,,,,,NON CORE,,,,Pusher Clasp,BBS902281AQKNXM,ID,0,No,Multi Row,WOMEN,,7/25/2018,No,0,37,0,0,Classic,Chain,78014,400,Blue,Silver,Classic Chain 37MM Multi Row Bracelet in Silver with Gemstone,Bracelet,2795,$,Active,FALL,F18,2018,M,Aquamarine,Kyanite,,,Contributor,8.25429E+12,BBS902281,John Hardy,
BBS902364MBTBZXM,"WOMEN's Classic Chain Silver Extra-Small Bracelet 5mm with Pusher Clasp with London Blue Topaz, Swiss Blue Topaz and Blue Zircon, Size M",,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--bdGBBOBL--/zx5dn0bvojwbxozzfhmf.jpg,,,,,,,http://images.salsify.com/image/upload/s--Wt9MZ_di--/ifsxrpf1exsi2zr3eazd.jpg,,,,,,,,,,,,NON CORE,,,,Pusher Clasp,BBS902364MBTBZXM,TH,0,No,Station,WOMEN,,8/20/2018,No,0,5,32.5,7,Classic,Chain,78014,400,Blue,Silver,Classic Chain 5MM Station Bracelet in Silver with Gemstone,Bracelet,895,$,Active,FALL,F18,2018,M,London Blue Topaz,Swiss Blue Topaz,Blue Zircon,,Star,8.25429E+12,BBS902364,John Hardy,
BBS902364SNPMPTMXM,"WOMEN's Classic Chain Silver Extra-Small Bracelet 5mm with Pusher Clasp with Pink Spinel, Dark Pink Tourmaline, Pink Tourmaline and Pink Garnet, Size M",,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--hCTFz4L8--/ykzbvwjydqr0fzbxgjgl.jpg,,,,,,,http://images.salsify.com/image/upload/s--F877a0bd--/hoq8gri5pkwqwmu0ycps.jpg,,,,,,,,,,,,NON CORE,,,,Pusher Clasp,BBS902364SNPMPTMXM,TH,0,No,Station,WOMEN,,8/20/2018,No,0,5,32.5,7,Classic,Chain,78014,650,Pink,Silver,Classic Chain 5MM Station Bracelet in Silver with Gemstone,Bracelet,895,$,Active,FALL,F18,2018,M,Pink Tourmaline,Rhodolite Garnet,Red Garnet,Pink Zircon,Contributor,8.25429E+12,BBS902364,John Hardy,
BBS904011RVBLSMOPXM,"WOMEN's Classic Chain Silver Medium Reversible Bracelet with Black Sapphire and White Mother of Pearl, Size M",,,,,,,,,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--AMX7DRBq--/wfuankvzwigw556fk9zh.jpg,,,,,,,http://images.salsify.com/image/upload/s--NpqQr1SA--/kbjuilt9sinf5csl3byn.jpg,,,,,NON CORE,,,,Pusher Clasp,BBS904011RVBLSMOPXM,TH,0,MOP,Woven,WOMEN,,10/1/2017,No,0,7.5,0,0,Classic,Chain,78014,100,White,Silver,"Reversible 7.5MM Bracelet, Silver with Gemstone",Bracelet,488.5,$,Active,FALL,F17-CO,2017,M,Black Sapphire,White Mother of Pearl,,,Star,8.25429E+12,BBS904011RV,John Hardy,
BBS90409BLSXM,"WOMEN's Classic Chain Silver Lava Medium Bracelet with Black Sapphire, Size M",,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--3BWPgBhQ--/utqtgdsef0mmt3eibecs.jpg,http://images.salsify.com/image/upload/s--879VFzWZ--/mg1l13xcbfae6yz1n6xc.jpg,,,,,,http://images.salsify.com/image/upload/s--A-6Tcv7G--/x6wyn0jprbimoz3vi9v3.jpg,http://images.salsify.com/image/upload/s--xhHVQYU4--/b4pg23vq4tbk5xuncaww.jpg,,,,,,,,,,,CORE,,,,Pusher Clasp,BBS90409BLSXM,TH,0,No,Woven,WOMEN,,8/1/2010,No,0,7.5,0,0,Classic,Chain,78014,1,Black,Silver,Classic Chain 7.5MM Bracelet in Silver with Gemstone,Bracelet,850,$,Active,FALL,F10,2010,M,Black Sapphire,,,,Star,8.25429E+12,1_410_11890409,John Hardy,
BBS90409BSPXL,"WOMEN's Classic Chain Silver Lava Medium Bracelet with Blue Sapphire, Size L",,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--WYwH2H7W--/b5ofirlcighxcafsmnzc.jpg,http://images.salsify.com/image/upload/s--ExamdLnm--/qabxbtb6kevttii57iwr.jpg,,,,,,http://images.salsify.com/image/upload/s--Nvv_jRwo--/gwc212laysytqa212yss.jpg,http://images.salsify.com/image/upload/s--jiJ4QuVR--/wpiaz7bfwcujudz6j3jf.jpg,,,,,,,,,,,CORE,,,,Pusher Clasp,BBS90409BSPXL,TH,0,No,Woven,WOMEN,,8/1/2010,No,0,7.5,0,0,Classic,Chain,78015,400,Blue,Silver,Classic Chain 7.5MM Bracelet in Silver with Gemstone,Bracelet,950,$,Active,FALL,F10,2010,L,Blue Sapphire,,,,Star,8.25429E+12,1_410_11890409,John Hardy,
